hotel,market_segment,distribution_channel,customer_type,lead_time_band,deposit_type,bookings,cancellations,realized_revenue,lost_revenue_estimate,room_nights_realized,adr,average_lead_time,repeat_guest_rate,average_special_requests,cancellation_rate,revenue_per_booking,segment_risk_score
Resort Hotel,Complementary,Corporate,Transient,Same week,No Deposit,8,0,0.0,0.0,13,0.0,2.875,0.125,0.75,0.0,0.0,0.1
Resort Hotel,Corporate,Direct,Transient-Party,Same week,No Deposit,5,0,907.6,0.0,9,107.04,2.6,0.0,0.2,0.0,181.52,0.09
City Hotel,Offline TA/TO,Corporate,Transient-Party,Same week,No Deposit,4,0,1250.0,0.0,11,112.5,2.5,0.0,0.5,0.0,312.5,0.09
Resort Hotel,Groups,Corporate,Transient-Party,Same week,Non Refund,2,0,72.0,0.0,2,36.0,2.5,0.0,0.0,0.0,36.0,0.09
City Hotel,Direct,TA/TO,Group,Same week,No Deposit,8,0,1517.0,0.0,15,106.375,2.125,0.125,1.375,0.0,189.625,0.08
Resort Hotel,Online TA,Corporate,Transient,Same week,No Deposit,7,0,558.9,0.0,9,66.84285714285714,1.8571428571428572,0.7142857142857143,1.0,0.0,79.84285714285714,0.07
City Hotel,Groups,TA/TO,Group,Same week,No Deposit,2,0,374.99,0.0,5,76.66499999999999,2.0,1.0,0.0,0.0,187.495,0.07
Resort Hotel,Offline TA/TO,Direct,Transient,Same week,No Deposit,2,0,86.0,0.0,2,43.0,2.0,1.0,0.0,0.0,43.0,0.07
City Hotel,Complementary,Corporate,Transient-Party,Same week,No Deposit,1,0,0.0,0.0,1,0.0,2.0,1.0,1.0,0.0,0.0,0.07
Resort Hotel,Direct,TA/TO,Transient,Same week,No Deposit,101,0,15665.59,0.0,154,100.62772277227722,1.4356435643564356,0.48514851485148514,1.108910891089109,0.0,155.10485148514852,0.05
Resort Hotel,Online TA,TA/TO,Group,Same week,No Deposit,50,0,5093.08,0.0,73,71.9716,1.44,0.38,0.56,0.0,101.8616,0.05
City Hotel,Corporate,Direct,Transient,Same week,No Deposit,43,0,6003.1900000000005,0.0,72,82.66674418604651,1.5116279069767442,0.32558139534883723,0.7441860465116279,0.0,139.60906976744187,0.05
City Hotel,Complementary,TA/TO,Transient,Same week,No Deposit,23,0,210.0,0.0,30,9.0,1.3043478260869565,0.2608695652173913,0.9130434782608695,0.0,9.130434782608695,0.05
Resort Hotel,Direct,TA/TO,Group,Same week,No Deposit,15,0,2505.25,0.0,24,107.81666666666666,1.2666666666666666,0.5333333333333333,0.8,0.0,167.01666666666668,0.05
Resort Hotel,Corporate,Corporate,Group,Same week,No Deposit,8,0,714.2,0.0,13,56.9,1.375,0.75,0.0,0.0,89.275,0.05
Resort Hotel,Groups,Corporate,Transient,Same week,No Deposit,8,0,753.01,0.0,20,53.30375,1.5,0.125,0.125,0.0,94.12625,0.05
City Hotel,Complementary,Direct,Group,Same week,No Deposit,4,0,237.0,0.0,6,19.75,1.0,0.5,0.75,0.0,59.25,0.04
Resort Hotel,Offline TA/TO,Corporate,Transient,Same week,No Deposit,4,0,229.5,0.0,4,57.375,1.0,1.0,0.0,0.0,57.375,0.04
City Hotel,Direct,Direct,Transient-Party,Same week,Non Refund,2,0,234.0,0.0,2,117.0,1.0,0.0,0.0,0.0,117.0,0.04
City Hotel,Offline TA/TO,Corporate,Transient,Same week,No Deposit,1,0,110.5,0.0,1,110.5,1.0,0.0,0.0,0.0,110.5,0.04
Resort Hotel,Direct,TA/TO,Transient-Party,Same week,No Deposit,9,0,983.0,0.0,13,66.27777777777777,0.4444444444444444,0.8888888888888888,1.7777777777777777,0.0,109.22222222222223,0.02
City Hotel,Groups,Corporate,Transient,Same week,No Deposit,3,0,550.0,0.0,6,91.66666666666667,0.0,0.0,0.0,0.0,183.33333333333334,0.0
City Hotel,Aviation,Corporate,Group,Same week,No Deposit,2,0,220.0,0.0,2,110.0,0.0,0.0,0.0,0.0,110.0,0.0
Resort Hotel,Direct,TA/TO,Group,Same week,Refundable,2,0,140.0,0.0,2,70.0,0.0,1.0,0.0,0.0,70.0,0.0
City Hotel,Direct,GDS,Transient,Same week,No Deposit,1,0,228.0,0.0,2,114.0,0.0,0.0,0.0,0.0,228.0,0.0
City Hotel,Offline TA/TO,TA/TO,Transient-Party,Same week,Refundable,1,0,170.0,0.0,2,85.0,0.0,0.0,0.0,0.0,170.0,0.0
City Hotel,Online TA,Direct,Transient-Party,Same week,No Deposit,1,0,99.0,0.0,1,99.0,0.0,0.0,1.0,0.0,99.0,0.0
Resort Hotel,Complementary,Direct,Group,Same week,No Deposit,1,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resort Hotel,Direct,Corporate,Group,Same week,No Deposit,1,0,35.0,0.0,1,35.0,0.0,1.0,0.0,0.0,35.0,0.0
Resort Hotel,Groups,Direct,Transient-Party,Same week,Non Refund,1,0,120.0,0.0,2,60.0,0.0,0.0,0.0,0.0,120.0,0.0
Resort Hotel,Online TA,TA/TO,Transient-Party,Same week,Non Refund,1,0,245.0,0.0,1,245.0,0.0,1.0,1.0,0.0,245.0,0.0
